Sequence,Signal Type,Time (s),Frequency (Hz),Correlation Value
90,G,57.9,7396,0.79
90,E,60.23,7536,0.56
90,D,61.16,7616,0.7
90,A,63.36,6860,-0.04
90,C,66.58,6800,0.01
90,B,68.26,6820,-0.01
90,X,70.05,6875,0.88
91,A,9.99,6740,0.01
91,G,13.09,7416,0.87
91,D,14.88,7696,0.65
91,F,16.88,9898,0.84
91,D,17.55,7496,0.82
91,F,19.61,9838,0.89
91,B,20.65,6820,-0.01
91,A,22.67,6900,-0.04
91,C,25.95,6760,0.01
91,G,27.74,7496,0.65
91,B,30.06,6900,-0.02
91,D,31.5,7736,0.59
91,A,33.65,6760,0.01
91,G,36.96,7476,0.83
91,F,39.1,9798,0.87
91,A,40.24,6860,-0.04
91,G,43.4,7396,0.82
91,E,45.61,7516,0.55
91,X,46.9,6875,0.89
92,B,9.97,6860,-0.02
92,A,11.76,6760,0.01
92,C,14.84,6740,0.01
92,G,16.66,7376,0.8
92,C,18.86,6840,-0.01
92,E,20.56,7576,0.61
92,A,22.12,6840,-0.03
92,E,25.28,7756,0.89
92,A,26.66,6740,0.01
92,B,29.85,6860,-0.02
92,A,31.69,6720,0.01
92,B,34.99,6860,-0.01
92,E,36.87,7756,0.88
92,C,38.32,6840,-0.01
92,E,40.17,7756,0.8
92,C,41.61,6760,0.01
92,A,43.31,6700,0.02
92,G,46.42,7336,0.8
92,D,48.17,7696,0.62
92,E,50.36,7616,0.71
92,G,51.84,7476,0.79
92,B,54.05,6760,0.01
92,A,56.1,6900,-0.04
92,C,59.36,6720,0.02
92,F,61.11,9898,0.82
92,D,61.73,7716,0.63
92,A,64.0,6700,0.02
92,F,67.21,9918,0.82
92,B,68.21,6900,-0.02
92,A,70.24,6720,0.01
92,D,73.09,7616,0.74
92,F,75.08,10018,0.75
92,G,76.24,7356,0.8
92,D,78.03,7456,0.77
92,F,80.25,10018,0.77
92,C,81.31,6780,0.01
92,E,83.11,7656,0.81
92,X,84.38,6875,0.91
93,D,9.57,7696,0.65
93,C,11.76,6800,0.0
93,B,13.67,6880,-0.01
93,F,15.49,9998,0.81
93,D,16.16,7736,0.6
93,C,18.17,6840,-0.01
93,D,19.53,7676,0.68
93,B,21.72,6860,-0.01
93,C,23.78,6760,0.01
93,F,25.53,9778,0.8
93,E,26.75,7556,0.57
93,D,27.83,7656,0.72
93,C,29.92,6760,0.01
93,E,31.66,7696,0.82
93,F,33.03,10078,0.7
93,G,34.04,7456,0.79
93,E,36.28,7736,0.88
93,C,37.82,6840,0.0
93,D,39.15,7616,0.75
93,C,41.39,6820,0.0
93,A,43.27,6840,-0.03
93,E,46.39,7656,0.76
93,G,47.76,7436,0.88
93,D,49.66,7716,0.64
93,B,51.76,6720,0.01
93,D,53.26,7756,0.59
93,A,55.42,6760,0.01
93,C,58.64,6860,-0.01
93,E,60.5,7796,0.82
93,B,61.91,6700,0.01
93,C,63.8,6760,0.01
93,B,65.53,6720,0.01
93,C,67.56,6840,-0.01
93,B,69.36,6880,-0.01
93,D,70.93,7596,0.79
93,G,73.06,7476,0.71
93,F,75.29,9958,0.77
93,X,76.26,6875,0.9
94,E,9.56,7576,0.65
94,D,10.67,7536,0.86
94,E,12.73,7556,0.61
94,B,14.28,6740,0.0
94,A,16.32,6780,0.0
94,F,19.41,9938,0.78
94,A,20.62,6800,0.0
94,F,23.8,9818,0.89
94,C,24.83,6820,0.0
94,A,26.74,6840,-0.03
94,F,30.01,10018,0.75
94,C,31.22,6860,-0.01
94,A,32.94,6720,0.01
94,D,35.83,7636,0.71
94,G,38.11,7376,0.77
94,F,40.44,9978,0.82
94,B,41.65,6880,-0.02
94,C,43.48,6880,-0.01
94,D,44.95,7756,0.59
94,G,46.96,7496,0.8
94,D,48.72,7476,0.76
94,A,50.79,6840,-0.03
94,B,53.83,6700,0.01
94,A,55.85,6740,0.01
94,B,58.96,6840,-0.01
94,A,60.84,6820,0.0
94,E,63.98,7536,0.59
94,X,65.27,6875,0.92
95,D,9.57,7696,0.65
95,E,11.67,7636,0.74
95,F,13.18,9858,0.84
95,E,14.42,7616,0.69
95,B,15.79,6800,-0.01
95,D,17.36,7636,0.72
95,B,19.39,6820,-0.01
95,A,21.25,6880,-0.04
95,G,24.28,7556,0.58
95,A,26.46,6740,0.01
95,G,29.76,7376,0.8
95,E,32.08,7516,0.54
95,D,33.16,7736,0.59
95,C,35.35,6820,0.0
95,F,37.23,10018,0.78
95,E,38.28,7536,0.58
95,B,39.6,6880,-0.02
95,D,41.08,7536,0.9
95,A,43.14,6800,0.0
95,G,46.36,7596,0.55
95,A,48.51,6720,0.01
95,F,51.75,9978,0.83
95,D,52.35,7576,0.83
95,A,54.53,6880,-0.04
95,C,57.68,6720,0.01
95,X,59.36,6875,0.88
96,A,9.97,6820,0.0
96,C,13.03,6780,0.01
96,A,14.77,6740,0.01
96,C,17.95,6760,0.01
96,D,19.44,7596,0.81
96,C,21.68,6740,0.01
96,B,23.55,6720,0.01
96,D,25.01,7496,0.83
96,E,27.08,7536,0.59
96,C,28.52,6800,0.01
96,G,30.19,7536,0.61
96,E,32.52,7696,0.84
96,C,33.87,6740,0.01
96,E,35.57,7616,0.7
96,D,36.53,7636,0.73
96,B,38.67,6760,0.01
96,F,40.56,9758,0.84
96,B,41.75,6740,0.01
96,E,43.66,7776,0.84
96,G,45.19,7336,0.75
96,E,47.38,7536,0.58
96,D,48.52,7716,0.64
96,B,50.63,6840,-0.01
96,A,52.47,6800,0.0
96,F,55.52,9818,0.88
96,A,56.79,6800,0.0
96,F,59.93,9898,0.85
96,B,61.04,6860,-0.01
96,D,62.62,7516,0.87
96,B,64.74,6840,-0.01
96,F,66.55,9778,0.85
96,E,67.63,7776,0.87
96,F,69.01,9838,0.88
96,B,70.21,6740,0.01
96,D,71.67,7496,0.81
96,C,73.94,6840,-0.01
96,X,75.59,6875,0.88
97,C,9.98,6800,0.01
97,B,11.87,6900,-0.02
97,G,13.69,7476,0.78
97,D,15.59,7536,0.84
97,E,17.73,7656,0.75
97,B,19.26,6760,0.01
97,A,21.29,6840,-0.03
97,F,24.41,9978,0.76
97,D,25.07,7616,0.71
97,E,27.2,7716,0.8
97,D,28.3,7616,0.77
97,B,30.53,6760,0.01
97,C,32.42,6820,0.01
97,E,34.12,7656,0.78
97,C,35.64,6900,-0.01
97,E,37.54,7756,0.85
97,B,38.85,6860,0.0
97,D,40.31,7636,0.75
97,F,42.54,9818,0.81
97,D,43.17,7596,0.83
97,B,45.27,6840,0.0
97,D,46.72,7616,0.77
97,G,48.94,7456,0.84
97,D,50.7,7496,0.85
97,C,52.76,6840,0.0
97,D,54.24,7636,0.74
97,B,56.47,6760,0.01
97,E,58.55,7596,0.66
97,B,59.97,6860,-0.01
97,E,61.93,7596,0.68
97,A,63.28,6840,-0.03
97,X,66.29,6875,0.89
98,C,9.98,6780,0.01
98,E,11.9,7536,0.59
98,C,13.21,6780,0.0
98,D,14.52,7596,0.82
98,B,16.64,6820,-0.01
98,F,18.69,9858,0.93
98,C,19.74,6780,0.0
98,D,21.18,7736,0.58
98,F,23.34,10018,0.73
98,E,24.47,7736,0.87
98,C,25.77,6820,0.0
98,G,27.62,7436,0.83
98,F,29.85,10078,0.69
98,E,31.03,7756,0.89
98,C,32.49,6860,-0.01
98,E,34.17,7656,0.73
98,D,35.28,7656,0.69
98,F,37.49,9778,0.81
98,G,38.54,7436,0.72
98,B,40.72,6880,-0.02
98,E,42.72,7756,0.79
98,B,44.23,6720,0.01
98,F,46.07,9858,0.91
98,D,46.85,7756,0.59
98,B,49.12,6860,-0.01
98,D,50.61,7656,0.69
98,C,52.69,6860,-0.01
98,F,54.5,9858,0.91
98,E,55.59,7756,0.89
98,B,57.1,6880,-0.02
98,G,58.91,7336,0.71
98,E,61.09,7656,0.78
98,C,62.39,6720,0.01
98,D,63.8,7676,0.65
98,A,65.87,6780,0.01
98,X,68.91,6875,0.91
99,F,9.94,10018,0.72
99,E,11.09,7736,0.83
99,C,12.56,6820,0.0
99,D,13.84,7596,0.81
99,B,15.91,6820,-0.01
99,E,17.74,7816,0.82
99,F,19.06,9878,0.89
99,C,20.06,6720,0.01
99,E,21.99,7576,0.64
99,B,23.43,6740,0.01
99,F,25.46,10058,0.71
99,A,26.71,6880,-0.04
99,C,29.78,6820,-0.01
99,B,31.53,6800,-0.01
99,G,33.35,7556,0.62
99,A,35.5,6780,0.0
99,B,38.56,6780,0.0
99,E,40.46,7556,0.61
99,G,41.97,7556,0.63
99,C,44.2,6700,0.01
99,E,46.05,7776,0.82
99,B,47.61,6820,-0.01
99,E,49.69,7636,0.74
99,G,51.14,7376,0.85
99,E,53.34,7736,0.86
99,B,54.72,6760,0.01
99,F,56.73,10078,0.64
99,D,57.4,7516,0.84
99,X,59.4,6875,0.92
100,E,9.5,7776,0.85
100,D,10.46,7576,0.82
100,G,12.69,7456,0.81
100,F,14.98,9938,0.87
100,A,16.07,6780,0.0
100,B,19.32,6780,0.0
100,E,21.17,7636,0.75
100,B,22.48,6720,0.01
100,D,24.02,7756,0.59
100,A,26.27,6860,-0.04
100,B,29.33,6780,0.0
100,G,31.34,7336,0.78
100,C,33.52,6860,-0.01
100,A,35.45,6720,0.01
100,B,38.56,6820,-0.01
100,G,40.37,7456,0.84
100,B,42.65,6840,-0.01
100,D,44.23,7736,0.59
100,A,46.38,6780,0.01
100,F,49.46,9918,0.78
100,C,50.52,6820,0.0
100,B,52.45,6780,0.0
100,C,54.4,6820,-0.01
100,E,56.09,7576,0.63
100,X,57.38,6875,0.89
101,A,9.95,6800,0.0
101,D,12.8,7476,0.77
101,E,15.06,7556,0.62
101,C,16.52,6740,0.01
101,G,18.26,7456,0.83
101,E,20.55,7736,0.79
101,D,21.59,7716,0.63
101,G,23.84,7516,0.68
101,D,25.6,7776,0.57
101,G,27.84,7336,0.75
101,C,30.04,6800,0.0
101,F,31.77,9998,0.77
101,C,32.99,6720,0.01
101,F,34.83,10058,0.7
101,A,35.83,6740,0.01
101,B,39.12,6840,-0.01
101,D,40.64,7636,0.68
101,A,42.92,6860,-0.04
101,D,45.73,7576,0.74
101,F,47.83,10038,0.69
101,E,49.04,7756,0.89
101,G,50.53,7476,0.8
101,E,52.73,7596,0.67
101,D,53.91,7496,0.79
101,E,56.05,7596,0.68
101,D,57.1,7496,0.81
101,A,59.25,6860,-0.04
101,C,62.31,6800,0.0
101,B,63.99,6720,0.01
101,X,65.82,6875,0.88
102,F,9.95,9898,0.87
102,D,10.67,7656,0.71
102,B,12.77,6740,0.0
102,E,14.8,7736,0.82
102,D,15.75,7616,0.77
102,E,17.8,7676,0.82
102,D,18.92,7516,0.84
102,E,21.07,7716,0.73
102,F,22.45,9838,0.85
102,A,23.66,6720,0.01
102,B,27.0,6800,-0.01
102,C,28.86,6880,-0.01
102,A,30.52,6900,-0.04
102,C,33.56,6880,-0.01
102,F,35.34,9878,0.82
102,D,36.04,7556,0.82
102,C,38.09,6880,-0.01
102,B,40.01,6860,-0.01
102,C,41.84,6760,0.01
102,D,43.2,7616,0.79
102,A,45.33,6780,0.0
102,G,48.54,7396,0.81
102,X,50.65,6875,0.91
103,G,9.95,7396,0.87
103,A,12.28,6860,-0.03
103,G,15.48,7396,0.81
103,E,17.8,7676,0.75
103,F,19.32,9838,0.87
103,D,19.99,7576,0.77
103,B,22.17,6820,-0.01
103,C,24.15,6780,0.01
103,E,25.91,7716,0.82
103,C,27.43,6800,0.0
103,F,29.34,9898,0.84
103,D,29.98,7636,0.72
103,G,32.14,7436,0.78
103,F,34.34,9778,0.8
103,G,35.48,7336,0.75
103,D,37.26,7576,0.81
103,B,39.34,6760,0.0
103,A,41.21,6840,-0.03
103,X,44.24,6875,0.96
104,B,9.96,6900,-0.02
104,E,12.01,7816,0.76
104,D,13.17,7756,0.56
104,F,15.29,9798,0.84
104,E,16.43,7756,0.8
104,G,17.96,7356,0.75
104,D,19.78,7596,0.74
104,F,21.98,9778,0.81
104,B,23.09,6880,-0.01
104,A,24.93,6780,0.01
104,G,28.09,7356,0.81
104,B,30.24,6840,-0.01
104,A,32.17,6880,-0.04
104,C,35.44,6760,0.01
104,X,37.11,6875,0.92
105,C,9.96,6720,0.01
105,G,11.83,7596,0.56
105,E,13.99,7636,0.73
105,A,15.55,6800,0.0
105,D,18.25,7696,0.62
105,F,20.49,9798,0.88
105,B,21.71,6820,-0.01
105,E,23.73,7656,0.75
105,A,25.17,6880,-0.04
105,E,28.45,7536,0.6
105,D,29.38,7656,0.7
105,A,31.53,6840,-0.03
105,B,34.71,6900,-0.02
105,G,36.52,7336,0.78
105,C,38.92,6720,0.02
105,F,40.73,10038,0.71
105,X,41.7,6875,0.85
106,D,9.59,7636,0.76
106,F,11.65,9838,0.82
106,G,12.79,7336,0.78
106,D,14.54,7756,0.58
106,C,16.71,6800,-0.01
106,A,18.59,6780,0.0
106,E,21.68,7796,0.81
106,F,23.03,9838,0.9
106,G,24.28,7476,0.73
106,B,26.56,6840,-0.01
106,X,28.36,6875,0.9
107,A,9.99,6800,0.0
107,G,13.26,7436,0.82
107,A,15.67,6780,0.0
107,G,18.88,7456,0.78
107,A,21.05,6760,0.01
107,G,24.31,7396,0.83
107,E,26.47,7776,0.87
107,D,27.55,7756,0.59
107,F,29.72,9838,0.79
107,C,30.76,6880,-0.01
107,G,32.64,7556,0.64
107,E,34.87,7676,0.75
107,C,36.15,6860,-0.01
107,F,37.87,9758,0.74
107,D,38.51,7536,0.83
107,A,40.74,6700,0.01
107,F,43.81,9758,0.86
107,B,45.04,6720,0.01
107,X,46.86,6875,0.95
108,C,9.96,6800,0.01
108,G,11.76,7596,0.54
108,A,14.15,6780,0.01
108,D,16.88,7576,0.83
108,B,18.99,6780,0.0
108,D,20.7,7576,0.82
108,G,22.79,7436,0.73
108,C,25.13,6800,0.0
108,G,26.78,7476,0.76
108,E,28.91,7636,0.7
108,G,30.37,7576,0.55
108,D,32.12,7576,0.82
108,G,34.3,7496,0.74
108,D,36.16,7756,0.6
108,A,38.41,6840,-0.03
108,C,41.45,6760,0.02
108,A,43.35,6740,0.01
108,B,46.45,6840,-0.01
108,D,48.0,7616,0.77
108,B,50.03,6900,-0.02
108,E,51.86,7776,0.86
108,F,53.15,9918,0.81
108,X,54.13,6875,0.93
109,D,9.57,7516,0.83
109,G,11.61,7396,0.77
109,D,13.45,7576,0.81
109,B,15.6,6760,0.0
109,C,17.61,6740,0.01
109,A,19.38,6820,0.0
109,C,22.65,6840,-0.01
109,A,24.43,6760,0.01
109,D,27.33,7516,0.82
109,B,29.49,6860,-0.01
109,E,31.32,7536,0.59
109,A,32.86,6740,0.01
109,E,35.96,7676,0.81
109,A,37.43,6740,0.01
109,D,40.21,7716,0.63
109,F,42.31,9818,0.82
109,X,43.3,6875,0.92
110,C,9.98,6840,-0.01
110,F,11.67,9998,0.73
110,D,12.32,7756,0.57
110,A,14.45,6820,-0.0
110,F,17.61,9878,0.87
110,B,18.88,6880,-0.02
110,A,20.84,6720,0.02
110,F,24.06,10058,0.68
110,C,25.16,6820,0.0
110,A,26.85,6800,0.0
110,D,29.78,7476,0.84
110,G,31.92,7556,0.62
110,C,34.12,6720,0.01
110,E,35.92,7656,0.79
110,A,37.41,6800,0.0
110,F,40.72,9878,0.83
110,D,41.39,7596,0.8
110,C,43.51,6760,0.01
110,D,44.97,7696,0.67
110,E,47.01,7676,0.75
110,B,48.58,6880,-0.02
110,D,50.14,7576,0.77
110,F,52.34,9838,0.77
110,C,53.33,6760,0.01
110,G,55.25,7376,0.71
110,X,57.38,6875,0.92
111,D,9.59,7716,0.61
111,F,11.59,9858,0.88
111,A,12.85,6880,-0.04
111,F,15.83,10018,0.72
111,E,16.98,7536,0.6
111,C,18.44,6840,-0.01
111,G,20.31,7456,0.85
111,D,22.15,7476,0.83
111,F,24.35,9778,0.74
111,B,25.38,6760,0.0
111,A,27.41,6820,-0.03
111,E,30.66,7816,0.79
111,D,31.61,7476,0.82
111,F,33.66,10078,0.68
111,B,34.81,6860,-0.01
111,C,36.72,6840,0.0
111,F,38.4,9998,0.78
111,A,39.45,6840,-0.03
111,G,42.47,7576,0.56
111,X,44.57,6875,0.92
112,B,9.96,6820,0.0
112,G,11.88,7536,0.66
112,E,14.23,7736,0.88
112,B,15.74,6820,0.0
112,C,17.7,6740,0.01
112,F,19.63,9758,0.82
112,B,20.82,6860,-0.01
112,G,22.67,7456,0.77
112,A,24.83,6820,0.0
112,B,27.89,6800,0.0
112,A,29.95,6880,-0.04
112,G,32.95,7336,0.77
112,D,34.7,7536,0.88
112,X,36.7,6875,0.91
113,C,9.98,6720,0.01
113,B,11.92,6740,0.0
113,F,13.81,9858,0.89
113,D,14.41,7516,0.84
113,B,16.47,6780,0.0
113,A,18.31,6880,-0.04
113,E,21.37,7696,0.88
113,A,22.82,6900,-0.04
113,D,25.48,7676,0.69
113,G,27.53,7356,0.84
113,B,29.82,6840,-0.01
113,G,31.66,7496,0.76
113,E,33.86,7756,0.89
113,B,35.42,6700,0.01
113,F,37.25,9998,0.78
113,D,37.86,7476,0.79
113,E,40.15,7796,0.83
113,A,41.55,6860,-0.04
113,F,44.83,10078,0.64
113,G,45.99,7416,0.81
113,E,48.16,7536,0.59
113,C,49.65,6780,0.01
113,X,51.32,6875,0.89
114,B,9.96,6880,-0.02
114,E,11.89,7676,0.78
114,D,12.9,7676,0.63
114,G,15.08,7436,0.78
114,B,17.33,6860,-0.01
114,G,19.13,7356,0.81
114,F,21.5,9758,0.77
114,G,22.5,7476,0.76
114,F,24.82,9858,0.87
114,E,25.82,7776,0.88
114,B,27.22,6860,-0.02
114,D,28.81,7596,0.82
114,G,30.93,7376,0.77
114,B,33.1,6720,0.01
114,E,34.96,7776,0.82
114,D,36.0,7676,0.65
114,A,38.11,6860,-0.04
114,E,41.15,7736,0.87
114,F,42.66,9858,0.81
114,C,43.68,6780,0.0
114,E,45.62,7676,0.8
114,G,47.07,7516,0.61
114,C,49.28,6760,0.0
114,F,51.05,10078,0.67
114,E,52.19,7636,0.73
114,A,53.54,6860,-0.04
114,B,56.65,6860,-0.01
114,F,58.45,9978,0.81
114,D,59.23,7656,0.71
114,X,61.22,6875,0.89
115,G,9.96,7356,0.75
115,C,12.33,6780,0.01
115,D,13.78,7696,0.64
115,F,16.01,9778,0.89
115,E,17.23,7796,0.78
115,D,18.17,7576,0.8
115,F,20.22,9758,0.75
115,A,21.42,6780,0.0
115,C,24.67,6860,-0.01
115,G,26.38,7516,0.7
115,E,28.66,7836,0.73
115,F,30.21,9818,0.84
115,D,30.87,7576,0.83
115,G,32.86,7536,0.68
115,F,34.97,9878,0.63
115,E,36.19,7656,0.76
115,C,37.59,6860,-0.01
115,F,39.26,9938,0.8
115,G,40.37,7496,0.66
115,F,42.68,9998,0.81
115,D,43.31,7616,0.76
115,G,45.48,7436,0.88
115,E,47.66,7696,0.83
115,F,49.06,9898,0.86
115,A,50.18,6760,0.0
115,D,53.09,7736,0.62
115,A,55.08,6860,-0.04
115,F,58.26,9798,0.88
115,E,59.48,7776,0.85
115,A,60.81,6900,-0.04
115,G,64.01,7516,0.65
115,B,66.15,6780,-0.01
115,D,67.68,7736,0.61
115,F,69.69,9778,0.85
115,D,70.35,7536,0.83
115,E,72.56,7636,0.74
115,C,74.1,6820,0.0
115,E,75.98,7636,0.74
115,G,77.31,7556,0.64
115,E,79.44,7656,0.79
115,A,80.86,6900,-0.04
115,E,84.09,7556,0.59
115,B,85.54,6780,0.0
115,X,87.36,6875,0.88
116,A,9.96,6800,0.0
116,G,13.05,7536,0.67
116,A,15.23,6780,0.0
116,E,18.44,7816,0.81
116,A,20.0,6840,-0.03
116,G,23.14,7456,0.85
116,A,25.42,6780,0.01
116,C,28.62,6840,-0.01
116,E,30.44,7736,0.81
116,B,31.76,6760,0.0
116,D,33.35,7616,0.72
116,B,35.4,6840,-0.01
116,F,37.36,9838,0.89
116,X,38.36,6875,0.9
117,G,9.96,7416,0.78
117,E,12.3,7836,0.74
117,B,13.64,6800,0.0
117,C,15.47,6880,-0.01
117,E,17.26,7656,0.76
117,G,18.59,7396,0.77
117,C,20.78,6780,0.01
117,A,22.53,6880,-0.04
117,E,25.69,7756,0.83
117,A,27.23,6720,0.02
117,D,30.07,7536,0.83
117,A,32.09,6840,-0.03
117,C,35.18,6860,-0.01
117,B,37.08,6820,0.0
117,E,39.01,7716,0.85
117,F,40.29,10058,0.69
117,X,41.26,6875,0.9
118,A,9.96,6840,-0.03
118,E,13.1,7636,0.74
118,G,14.58,7376,0.75
118,F,16.86,9818,0.8
118,C,17.92,6820,-0.01
118,F,19.68,9918,0.86
118,B,20.66,6820,-0.01
118,A,22.51,6780,0.0
118,G,25.78,7496,0.76
118,E,28.11,7716,0.86
118,A,29.43,6780,0.01
118,E,32.71,7716,0.84
118,C,34.04,6720,0.02
118,F,35.72,9878,0.85
118,G,36.74,7356,0.72
118,F,39.08,10058,0.69
118,A,40.29,6860,-0.04
118,B,43.44,6740,0.01
118,D,44.95,7716,0.59
118,X,46.93,6875,0.91
119,A,9.96,6860,-0.04
119,E,13.01,7776,0.8
119,C,14.48,6860,-0.01
119,B,16.23,6720,0.01
119,F,18.21,9918,0.86
119,B,19.33,6840,-0.01
119,A,21.23,6800,0.0
119,E,24.33,7736,0.88
119,A,25.68,6740,0.01
119,G,28.98,7476,0.78
119,F,31.29,9938,0.86
119,G,32.46,7376,0.71
119,A,34.86,6900,-0.04
119,C,37.93,6840,-0.01
119,E,39.83,7796,0.8
119,B,41.38,6820,-0.01
119,A,43.37,6800,0.0
119,D,46.12,7616,0.71
119,C,48.17,6860,-0.01
119,E,49.96,7676,0.84
119,G,51.35,7516,0.66
119,A,53.54,6700,0.02
119,F,56.79,9858,0.83
119,B,57.87,6840,-0.01
119,E,59.71,7516,0.56
119,A,61.28,6860,-0.04
119,C,64.48,6860,-0.01
119,A,66.19,6800,0.0
119,G,69.25,7456,0.78
119,D,71.23,7576,0.85
119,X,73.24,6875,0.93
120,B,9.99,6900,-0.02
120,G,11.77,7556,0.58
120,C,13.93,6840,0.0
120,G,15.66,7456,0.73
120,F,17.81,9778,0.84
120,A,18.9,6700,0.02
120,F,21.99,9838,0.87
120,C,23.25,6820,0.0
120,E,25.09,7716,0.86
120,G,26.4,7496,0.74
120,E,28.55,7816,0.74
120,F,30.01,9838,0.89
120,G,31.02,7436,0.75
120,D,32.75,7716,0.62
120,X,34.72,6875,0.87
121,A,9.95,6820,0.0
121,G,13.05,7556,0.61
121,A,15.33,6780,0.0
121,E,18.66,7776,0.87
121,C,20.05,6840,-0.01
121,A,21.77,6840,-0.03
121,F,24.86,9938,0.82
121,E,26.04,7576,0.63
121,C,27.41,6760,0.01
121,B,29.09,6800,-0.01
121,G,30.9,7536,0.66
121,B,33.21,6840,-0.01
121,E,35.05,7536,0.56
121,C,36.62,6800,0.0
121,G,38.3,7596,0.54
121,A,40.49,6780,0.01
121,E,43.59,7556,0.61
121,A,44.92,6840,-0.04
121,C,48.2,6740,0.01
121,G,49.9,7396,0.85
121,F,52.13,10078,0.7
121,C,53.33,6800,0.0
121,G,55.0,7476,0.84
121,A,57.33,6840,-0.04
121,G,60.34,7576,0.56
121,F,62.7,9958,0.79
121,E,63.75,7696,0.83
121,A,65.09,6760,0.01
121,E,68.34,7556,0.62
121,A,69.71,6740,0.01
121,B,72.94,6720,0.01
121,D,74.66,7516,0.86
121,G,76.84,7376,0.85
121,C,78.97,6820,0.0
121,F,80.85,10038,0.73
121,C,81.87,6720,0.01
121,B,83.72,6800,0.0
121,C,85.8,6720,0.02
121,F,87.57,10038,0.75
121,E,88.72,7816,0.79
121,A,90.13,6820,0.0
121,G,93.3,7496,0.67
121,F,95.56,10018,0.75
121,B,96.57,6720,0.01
121,E,98.48,7716,0.85
121,C,99.92,6740,0.01
121,F,101.74,9818,0.88
121,C,102.75,6780,0.0
121,F,104.65,10018,0.78
121,E,105.87,7696,0.87
121,A,107.21,6780,0.01
121,E,110.36,7596,0.64
121,G,111.69,7476,0.71
121,B,114.0,6840,-0.01
121,F,116.02,9778,0.85
121,C,117.26,6740,0.01
121,F,119.16,9758,0.77
121,D,119.93,7656,0.7
121,X,121.92,6875,0.88
122,D,9.58,7516,0.81
122,C,11.64,6820,0.0
122,A,13.57,6720,0.01
122,D,16.38,7536,0.75
122,E,18.54,7636,0.76
122,A,20.09,6800,0.0
122,F,23.31,9938,0.83
122,B,24.34,6880,-0.02
122,G,26.15,7456,0.77
122,X,28.27,6875,0.92
123,E,9.49,7756,0.83
123,G,10.86,7356,0.72
123,F,13.06,9938,0.85
123,G,14.22,7536,0.65
123,F,16.39,10078,0.64
123,B,17.43,6780,-0.01
123,D,18.9,7576,0.83
123,F,21.05,9978,0.8
123,B,22.13,6720,0.01
123,D,23.64,7676,0.67
123,E,25.9,7636,0.71
123,A,27.44,6720,0.01
123,D,30.35,7716,0.59
123,G,32.35,7496,0.67
123,F,34.49,10058,0.71
123,G,35.67,7376,0.82
123,B,38.01,6840,-0.01
123,A,39.87,6840,-0.03
123,F,43.1,9918,0.76
123,B,44.32,6840,-0.01
123,A,46.42,6780,0.0
123,G,49.68,7556,0.6
123,E,52.01,7596,0.67
123,D,53.1,7656,0.69
123,F,55.17,9798,0.85
123,D,56.03,7696,0.64
123,E,58.27,7576,0.63
123,F,59.59,9938,0.87
123,B,60.67,6720,0.02
123,G,62.7,7496,0.71
123,C,64.9,6860,-0.01
123,G,66.69,7356,0.79
123,D,68.45,7496,0.8
123,F,70.45,10038,0.72
123,B,71.65,6740,0.01
123,C,73.68,6820,-0.01
123,B,75.57,6780,0.0
123,C,77.67,6840,-0.01
123,B,79.42,6860,-0.01
123,E,81.31,7736,0.85
123,D,82.47,7716,0.59
123,A,84.64,6760,0.01
123,X,87.68,6875,0.88
124,C,9.97,6760,0.01
124,E,11.76,7736,0.88
124,F,13.09,10018,0.77
124,D,13.91,7476,0.82
124,E,15.99,7796,0.79
124,F,17.44,9818,0.9
124,G,18.66,7436,0.87
124,C,20.82,6860,-0.01
124,A,22.68,6780,0.0
124,E,25.77,7696,0.75
124,A,27.28,6880,-0.04
124,B,30.34,6840,-0.01
124,X,32.13,6875,0.89
125,D,9.58,7636,0.74
125,B,11.64,6780,0.0
125,G,13.47,7436,0.78
125,A,15.63,6820,0.0
125,B,18.85,6780,0.0
125,F,20.68,10018,0.75
125,D,21.3,7596,0.76
125,A,23.42,6820,-0.0
125,G,26.59,7556,0.64
125,C,28.85,6860,-0.01
125,A,30.67,6800,0.01
125,F,33.84,10078,0.69
125,E,34.96,7716,0.88
125,C,36.35,6860,-0.01
125,E,38.2,7636,0.76
125,C,39.68,6780,0.01
125,A,41.58,6840,-0.04
125,D,44.24,7536,0.86
125,F,46.43,9778,0.77
125,D,47.28,7776,0.59
125,G,49.44,7596,0.56
125,B,51.79,6720,0.01
125,X,53.64,6875,0.86
126,G,9.96,7396,0.8
126,C,12.31,6720,0.02
126,F,14.11,9978,0.77
126,A,15.25,6840,-0.03
126,B,18.43,6720,0.01
126,F,20.27,9998,0.79
126,E,21.36,7736,0.86
126,B,22.94,6880,-0.02
126,F,24.84,10058,0.7
126,D,25.45,7596,0.78
126,G,27.51,7456,0.73
126,A,29.9,6800,0.0
126,E,33.04,7736,0.88
126,G,34.55,7536,0.68
126,D,36.35,7476,0.8
126,E,38.55,7636,0.73
126,A,40.03,6860,-0.04
126,B,43.21,6760,0.0
126,E,45.22,7816,0.73
126,C,46.69,6740,0.01
126,A,48.4,6720,0.01
126,B,51.6,6740,0.01
126,E,53.48,7636,0.73
126,B,54.82,6720,0.01
126,F,56.7,9878,0.88
126,X,57.69,6875,0.9
127,D,9.56,7676,0.64
127,A,11.78,6840,-0.04
127,B,14.98,6880,-0.02
