Reference,ID64,System Name,Mod(8),Mass Code,Body,Ruin Index,Site Type,EDx,EDy,EDz,Surface Lattitude,Surface Longitude,Active Monolith Count,Region,Primary Star Type,Star Subtype,Luminosity,Spectral Class,Absolute Magnitude,Age,Surface Temperature,Number of Stars,Body Count,Body Name,Body ID64,Body ID,Body Type,Body Subtype,Tidally Locked,Distance to Arrival,Rotational Period,Semi Major Axis,Arg of Periapsis,Axial Tilt,Orbital Eccentricity,Orbital Inclination,Orbital Period (Days),Orbital Syncronicity,Parent ID,Parent Type,Parent Subtype,Body Radius,Earth Masses,Surface Temperature (K),Gravity,Body Ice (%),Body Metal (%),Body Rock (%),Volcanism,Atmosphere,Surface Pressure (Atmospheres),Terraforming State,Materials
GR103,800969394531,Col 173 Sector YV-M d7-23,3,d,A 7 a,2,α,1005.46875,-271.125,-76.625,-28.4982,-72.4373,18,Inner Orion Spur,Star,F (White) Star,Vab,F8,3.933807,276,6258,2,77,Col 173 Sector YV-M d7-23 A 7 a,396317568177998179,11,Planet,Rocky body,TRUE,1420.365829,2.385285539,0.004102666095,128.096882,0.137418,0.000477,0.001955,2.385171475,0.0001140639815,360288771159034211,Planet,Class III gas giant,1620.739,0.0126,206.949234,0.1949428979,0,9.1932,90.8068,No volcanism,No atmosphere,0,Not terraformable,"Cadmium: 1.451675%, Carbon: 15.127081%, Chromium: 8.407322%, Iron: 18.694019%, Manganese: 7.72044%, Mercury: 0.816337%, Nickel: 14.139374%, Phosphorus: 9.684616%, Sulphur: 17.989231%, Tellurium: 1.379308%, Vanadium: 4.590601%"
GR104,9706391212754,Col 173 Sector OG-Z c15-35,2,c,B 1,2,α,1084.125,2.59375,12.9375,-49.9885,-129.9722,15,Inner Orion Spur,Star,K (Yellow-Orange) Star,Va,K4,6.466293,2466,4507,3,27,Col 173 Sector OG-Z c15-35 B 1,576470458694636242,16,Planet,High metal content world,TRUE,4894.435781,21.47439321,0.09720041884,19.569417,0.414402,0.000052,-0.005486,21.47438419,9.02E-06,108096097448104658,Star,M (Red dwarf) Star,1818.981,0.021687,297.891693,0.2663911492,0,32.777,67.223,No volcanism,No atmosphere,0,Not terraformable,"Arsenic: 2.045265%, Carbon: 13.062856%, Chromium: 9.832658%, Iron: 21.863314%, Manganese: 9.029325%, Mercury: 0.954735%, Molybdenum: 1.427662%, Nickel: 16.536493%, Phosphorus: 8.363064%, Ruthenium: 1.350199%, Sulphur: 15.53444%"
GR105,9706391212754,Col 173 Sector OG-Z c15-35,2,c,B 1,3,γ,1084.125,2.59375,12.9375,-5.9128,-119.6707,19,Inner Orion Spur,Star,K (Yellow-Orange) Star,Va,K4,6.466293,2466,4507,3,27,Col 173 Sector OG-Z c15-35 B 1,576470458694636242,16,Planet,High metal content world,TRUE,4894.435781,21.47439321,0.09720041884,19.569417,0.414402,0.000052,-0.005486,21.47438419,9.02E-06,108096097448104658,Star,M (Red dwarf) Star,1818.981,0.021687,297.891693,0.2663911492,0,32.777,67.223,No volcanism,No atmosphere,0,Not terraformable,"Arsenic: 2.045265%, Carbon: 13.062856%, Chromium: 9.832658%, Iron: 21.863314%, Manganese: 9.029325%, Mercury: 0.954735%, Molybdenum: 1.427662%, Nickel: 16.536493%, Phosphorus: 8.363064%, Ruthenium: 1.350199%, Sulphur: 15.53444%"
GR106,9706391212754,Col 173 Sector OG-Z c15-35,2,c,B 1,1,α,1084.125,2.59375,12.9375,-15.4118,-175.0816,17,Inner Orion Spur,Star,K (Yellow-Orange) Star,Va,K4,6.466293,2466,4507,3,27,Col 173 Sector OG-Z c15-35 B 1,576470458694636242,16,Planet,High metal content world,TRUE,4894.435781,21.47439321,0.09720041884,19.569417,0.414402,0.000052,-0.005486,21.47438419,9.02E-06,108096097448104658,Star,M (Red dwarf) Star,1818.981,0.021687,297.891693,0.2663911492,0,32.777,67.223,No volcanism,No atmosphere,0,Not terraformable,"Arsenic: 2.045265%, Carbon: 13.062856%, Chromium: 9.832658%, Iron: 21.863314%, Manganese: 9.029325%, Mercury: 0.954735%, Molybdenum: 1.427662%, Nickel: 16.536493%, Phosphorus: 8.363064%, Ruthenium: 1.350199%, Sulphur: 15.53444%"
GR107,9480468833617,Col 173 Sector WZ-O b22-4,1,b,C 6,1,γ,1011.0625,-131.78125,-210.4375,-10.1718,-136.0079,18,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M4,9.442154,260,2868,4,46,Col 173 Sector WZ-O b22-4 C 6,1513218955265320273,42,Planet,High metal content world,FALSE,299591.9092,-8.656729557,0.04587802217,357.097965,3.110788,0.007409,0.064996,8.65671149,17.31344105,180153465563653457,Star,L (Brown dwarf) Star,1920.118625,0.025663,249.622452,0.2828993576,0,33.014,66.986,No volcanism,No atmosphere,0,Not terraformable,"Carbon: 13.135059%, Chromium: 9.85082%, Germanium: 4.575466%, Iron: 21.903696%, Molybdenum: 1.430299%, Nickel: 16.567038%, Phosphorus: 8.40929%, Ruthenium: 1.352693%, Sulphur: 15.620305%, Tungsten: 1.202733%, Zinc: 5.952604%"
GR108,9480468833617,Col 173 Sector WZ-O b22-4,1,b,C 5,2,α,1011.0625,-131.78125,-210.4375,46.1455,57.7441,23,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M4,9.442154,260,2868,4,46,Col 173 Sector WZ-O b22-4 C 5,1477190158246356305,41,Planet,High metal content world,TRUE,299607.9706,5.738376735,0.0348787954,100.705484,-0.491174,0.001126,0.037891,5.738364257,1.25E-05,180153465563653457,Star,L (Brown dwarf) Star,1616.8695,0.015103,282.273438,0.234799327,0,32.7049,67.2951,No volcanism,No atmosphere,0,Not terraformable,"Cadmium: 1.689415%, Carbon: 13.087517%, Iron: 21.755522%, Manganese: 8.984808%, Nickel: 16.454964%, Niobium: 1.486874%, Phosphorus: 8.378854%, Ruthenium: 1.343542%, Sulphur: 15.563769%, Vanadium: 5.342399%, Zinc: 5.912336%"
GR109,9480468833617,Col 173 Sector WZ-O b22-4,1,b,C 5,3,α,1011.0625,-131.78125,-210.4375,-13.1513,145.2584,17,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M4,9.442154,260,2868,4,46,Col 173 Sector WZ-O b22-4 C 5,1477190158246356305,41,Planet,High metal content world,TRUE,299607.9706,5.738376735,0.0348787954,100.705484,-0.491174,0.001126,0.037891,5.738364257,1.25E-05,180153465563653457,Star,L (Brown dwarf) Star,1616.8695,0.015103,282.273438,0.234799327,0,32.7049,67.2951,No volcanism,No atmosphere,0,Not terraformable,"Cadmium: 1.689415%, Carbon: 13.087517%, Iron: 21.755522%, Manganese: 8.984808%, Nickel: 16.454964%, Niobium: 1.486874%, Phosphorus: 8.378854%, Ruthenium: 1.343542%, Sulphur: 15.563769%, Vanadium: 5.342399%, Zinc: 5.912336%"
GR110,9480468833617,Col 173 Sector WZ-O b22-4,1,b,C 5,1,γ,1011.0625,-131.78125,-210.4375,-16.2967,145.0688,23,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M4,9.442154,260,2868,4,46,Col 173 Sector WZ-O b22-4 C 5,1477190158246356305,41,Planet,High metal content world,TRUE,299607.9706,5.738376735,0.0348787954,100.705484,-0.491174,0.001126,0.037891,5.738364257,1.25E-05,180153465563653457,Star,L (Brown dwarf) Star,1616.8695,0.015103,282.273438,0.234799327,0,32.7049,67.2951,No volcanism,No atmosphere,0,Not terraformable,"Cadmium: 1.689415%, Carbon: 13.087517%, Iron: 21.755522%, Manganese: 8.984808%, Nickel: 16.454964%, Niobium: 1.486874%, Phosphorus: 8.378854%, Ruthenium: 1.343542%, Sulphur: 15.563769%, Vanadium: 5.342399%, Zinc: 5.912336%"
GR111,7281713816921,Col 173 Sector HR-M b23-3,1,b,B 7,2,α,1024.28125,-191.71875,-193.8125,-22.2053,-26.8134,19,Inner Orion Spur,Star,T Tauri Star,Va,TTS5,9.038864,180,2829,3,25,Col 173 Sector HR-M b23-3 B 7,1008813598244808025,28,Planet,High metal content world,TRUE,2483.889679,16.98629432,0.07792551241,81.270587,0.411195,0.000132,-2.309328,16.98628965,4.68E-06,108093672770708825,Star,T Tauri Star,1025.732063,0.003771,299.191833,0.1456761497,0,32.6238,67.3763,,No atmosphere,0,Not terraformable,"Antimony: 1.052315%, Arsenic: 2.225376%, Cadmium: 1.831815%, Carbon: 14.118704%, Iron: 23.589289%, Manganese: 9.742136%, Mercury: 1.030105%, Nickel: 17.841951%, Phosphorus: 9.039037%, Sulphur: 16.790064%, Zirconium: 2.739203%"
GR112,7281713816921,Col 173 Sector HR-M b23-3,1,b,B 7,1,α,1024.28125,-191.71875,-193.8125,20.5996,73.4523,20,Inner Orion Spur,Star,T Tauri Star,Va,TTS5,9.038864,180,2829,3,25,Col 173 Sector HR-M b23-3 B 7,1008813598244808025,28,Planet,High metal content world,TRUE,2483.889679,16.98629432,0.07792551241,81.270587,0.411195,0.000132,-2.309328,16.98628965,4.68E-06,108093672770708825,Star,T Tauri Star,1025.732063,0.003771,299.191833,0.1456761497,0,32.6238,67.3763,,No atmosphere,0,Not terraformable,"Antimony: 1.052315%, Arsenic: 2.225376%, Cadmium: 1.831815%, Carbon: 14.118704%, Iron: 23.589289%, Manganese: 9.742136%, Mercury: 1.030105%, Nickel: 17.841951%, Phosphorus: 9.039037%, Sulphur: 16.790064%, Zirconium: 2.739203%"
GR113,7281713816921,Col 173 Sector HR-M b23-3,1,b,C 5,1,β,1024.28125,-191.71875,-193.8125,48.8159,113.5427,8,Inner Orion Spur,Star,T Tauri Star,Va,TTS5,9.038864,180,2829,3,25,Col 173 Sector HR-M b23-3 C 5,1333072771415483737,37,Planet,High metal content world,TRUE,2234.233871,15.87227524,0.05767245833,9.752868,-0.242311,0.000231,0.029023,15.87223262,4.26E-05,144122469789672793,Star,T Tauri Star,2371.5745,0.049094,240.012009,0.354757928,0,32.6243,67.3757,No volcanism,No atmosphere,0,Not terraformable,"Antimony: 1.051833%, Arsenic: 2.224355%, Carbon: 14.112226%, Iron: 23.578602%, Manganese: 9.737721%, Nickel: 17.833866%, Niobium: 1.611472%, Phosphorus: 9.034891%, Sulphur: 16.78236%, Tungsten: 1.294702%, Zirconium: 2.737962%"
GR114,18277636122041,Col 173 Sector KP-T b34-8,1,b,B 2,1,γ,1086.09375,25.6875,46.3125,-24.7931,-161.4309,20,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M3,8.722137,3684,3083,3,31,Col 173 Sector KP-T b34-8 B 2,432363841863689657,12,Planet,High metal content world,TRUE,359.79922,0.5735172463,1.59E-05,4.381986,-0.325752,0.124795,-4.801581,0.4042313814,0.169285865,396335044844725689,Null,,1081.725875,0.004455,278.678864,0.1547211176,0,33.2417,66.7583,Major Silicate Vapour Geysers,No atmosphere,0,Not terraformable,"Arsenic: 2.276749%, Cadmium: 1.905306%, Carbon: 14.536983%, Iron: 24.535667%, Nickel: 18.557753%, Phosphorus: 9.306826%, Ruthenium: 1.515234%, Selenium: 2.705637%, Sulphur: 17.287483%, Tungsten: 1.347255%, Vanadium: 6.025106%"
GR115,18277636122041,Col 173 Sector KP-T b34-8,1,b,B 2,2,β,1086.09375,25.6875,46.3125,-2.9235,38.5936,21,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M3,8.722137,3684,3083,3,31,Col 173 Sector KP-T b34-8 B 2,432363841863689657,12,Planet,High metal content world,TRUE,359.79922,0.5735172463,1.59E-05,4.381986,-0.325752,0.124795,-4.801581,0.4042313814,0.169285865,396335044844725689,Null,,1081.725875,0.004455,278.678864,0.1547211176,0,33.2417,66.7583,Major Silicate Vapour Geysers,No atmosphere,0,Not terraformable,"Arsenic: 2.276749%, Cadmium: 1.905306%, Carbon: 14.536983%, Iron: 24.535667%, Nickel: 18.557753%, Phosphorus: 9.306826%, Ruthenium: 1.515234%, Selenium: 2.705637%, Sulphur: 17.287483%, Tungsten: 1.347255%, Vanadium: 6.025106%"
GR116,687865013665,Col 173 Sector LB-W b31-0,1,b,C 1,3,γ,1258.5,-283.125,-20.09375,14.2482,-139.8279,19,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M6,10.112106,5792,2621,3,35,Col 173 Sector LB-W b31-0 C 1,1441152568623572385,40,Planet,High metal content world,TRUE,225557.0654,0.9708508295,0.007106144582,151.108592,-0.227838,0.00002,0.095998,0.9708475391,3.29E-06,144115875940869537,Star,T (Brown dwarf) Star,1043.75075,0.003976,242.335587,0.148318446,0,32.616,67.384,Metallic Magma,No atmosphere,0,Not terraformable,"Cadmium: 1.69591%, Carbon: 13.096836%, Chromium: 9.821798%, Germanium: 4.585427%, Iron: 21.839167%, Nickel: 16.51823%, Phosphorus: 8.384819%, Ruthenium: 1.348708%, Sulphur: 15.57485%, Tungsten: 1.19919%, Zinc: 5.935068%"
GR117,687865013665,Col 173 Sector LB-W b31-0,1,b,C 1,2,β,1258.5,-283.125,-20.09375,-27.6439,-85.9512,11,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M6,10.112106,5792,2621,3,35,Col 173 Sector LB-W b31-0 C 1,1441152568623572385,40,Planet,High metal content world,TRUE,225557.0654,0.9708508295,0.007106144582,151.108592,-0.227838,0.00002,0.095998,0.9708475391,3.29E-06,144115875940869537,Star,T (Brown dwarf) Star,1043.75075,0.003976,242.335587,0.148318446,0,32.616,67.384,Metallic Magma,No atmosphere,0,Not terraformable,"Cadmium: 1.69591%, Carbon: 13.096836%, Chromium: 9.821798%, Germanium: 4.585427%, Iron: 21.839167%, Nickel: 16.51823%, Phosphorus: 8.384819%, Ruthenium: 1.348708%, Sulphur: 15.57485%, Tungsten: 1.19919%, Zinc: 5.935068%"
GR118,687865013665,Col 173 Sector LB-W b31-0,1,b,C 1,1,β,1258.5,-283.125,-20.09375,-27.5069,-85.9593,10,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M6,10.112106,5792,2621,3,35,Col 173 Sector LB-W b31-0 C 1,1441152568623572385,40,Planet,High metal content world,TRUE,225557.0654,0.9708508295,0.007106144582,151.108592,-0.227838,0.00002,0.095998,0.9708475391,3.29E-06,144115875940869537,Star,T (Brown dwarf) Star,1043.75075,0.003976,242.335587,0.148318446,0,32.616,67.384,Metallic Magma,No atmosphere,0,Not terraformable,"Cadmium: 1.69591%, Carbon: 13.096836%, Chromium: 9.821798%, Germanium: 4.585427%, Iron: 21.839167%, Nickel: 16.51823%, Phosphorus: 8.384819%, Ruthenium: 1.348708%, Sulphur: 15.57485%, Tungsten: 1.19919%, Zinc: 5.935068%"
GR119,2886083224969,Col 173 Sector OC-C b29-1,1,b,A 4,1,γ,1206.46875,-190.59375,-82.625,21.1304,54.5730,23,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M0,8.214691,4432,3591,3,33,Col 173 Sector OC-C b29-1 A 4,324262059253900681,9,Planet,High metal content world,TRUE,95.875286,46.13377395,0.1922496372,53.239791,-0.014103,0.000624,0.001803,46.13370324,7.07E-05,72060480121152905,Star,M (Red dwarf) Star,1952.052125,0.026948,298.469879,0.2874162333,0,32.7864,67.2136,,No atmosphere,0,Not terraformable,"Carbon: 12.544319%, Chromium: 9.431802%, Iron: 20.971992%, Manganese: 8.661219%, Nickel: 15.862335%, Niobium: 1.433324%, Phosphorus: 8.031087%, Ruthenium: 1.295154%, Sulphur: 14.917792%, Tungsten: 1.151573%, Zinc: 5.699403%"
GR120,2886083224969,Col 173 Sector OC-C b29-1,1,b,A 4,2,β,1206.46875,-190.59375,-82.625,21.0739,54.4915,8,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M0,8.214691,4432,3591,3,33,Col 173 Sector OC-C b29-1 A 4,324262059253900681,9,Planet,High metal content world,TRUE,95.875286,46.13377395,0.1922496372,53.239791,-0.014103,0.000624,0.001803,46.13370324,7.07E-05,72060480121152905,Star,M (Red dwarf) Star,1952.052125,0.026948,298.469879,0.2874162333,0,32.7864,67.2136,,No atmosphere,0,Not terraformable,"Carbon: 12.544319%, Chromium: 9.431802%, Iron: 20.971992%, Manganese: 8.661219%, Nickel: 15.862335%, Niobium: 1.433324%, Phosphorus: 8.031087%, Ruthenium: 1.295154%, Sulphur: 14.917792%, Tungsten: 1.151573%, Zinc: 5.699403%"
GR121,2886083224969,Col 173 Sector OC-C b29-1,1,b,A 4,3,γ,1206.46875,-190.59375,-82.625,-15.5955,15.5708,18,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M0,8.214691,4432,3591,3,33,Col 173 Sector OC-C b29-1 A 4,324262059253900681,9,Planet,High metal content world,TRUE,95.875286,46.13377395,0.1922496372,53.239791,-0.014103,0.000624,0.001803,46.13370324,7.07E-05,72060480121152905,Star,M (Red dwarf) Star,1952.052125,0.026948,298.469879,0.2874162333,0,32.7864,67.2136,,No atmosphere,0,Not terraformable,"Carbon: 12.544319%, Chromium: 9.431802%, Iron: 20.971992%, Manganese: 8.661219%, Nickel: 15.862335%, Niobium: 1.433324%, Phosphorus: 8.031087%, Ruthenium: 1.295154%, Sulphur: 14.917792%, Tungsten: 1.151573%, Zinc: 5.699403%"
GR122,1041521133915,Col 173 Sector UU-O d6-30,3,d,4 d,1,α,1196.6875,-225.84375,-161.5,-72.5944,120.7004,24,Inner Orion Spur,Star,F (White) Star,VI,F1,3.597839,574,7245,1,44,Col 173 Sector UU-O d6-30 4 d,720576981900413275,20,Planet,Rocky body,FALSE,934.800296,-7.415707047,0.01338503425,37.328377,-2.222007,0.002304,-1.327536,7.415664555,14.8313716,504404199786629467,Planet,Class III gas giant,1104.699125,0.003928,290.764801,0.1308118691,0,9.3564,90.6436,,No atmosphere,0,Not terraformable,"Arsenic: 2.595264%, Cadmium: 1.56304%, Carbon: 16.537418%, Iron: 20.128122%, Manganese: 8.312709%, Nickel: 15.224068%, Phosphorus: 10.58754%, Selenium: 3.07796%, Sulphur: 19.666416%, Tungsten: 1.105236%, Yttrium: 1.202229%"
GR123,1041521133915,Col 173 Sector UU-O d6-30,3,d,4 d,2,γ,1196.6875,-225.84375,-161.5,24.7240,-133.2091,27,Inner Orion Spur,Star,F (White) Star,VI,F1,3.597839,574,7245,1,44,Col 173 Sector UU-O d6-30 4 d,720576981900413275,20,Planet,Rocky body,FALSE,934.800296,-7.415707047,0.01338503425,37.328377,-2.222007,0.002304,-1.327536,7.415664555,14.8313716,504404199786629467,Planet,Class III gas giant,1104.699125,0.003928,290.764801,0.1308118691,0,9.3564,90.6436,,No atmosphere,0,Not terraformable,"Arsenic: 2.595264%, Cadmium: 1.56304%, Carbon: 16.537418%, Iron: 20.128122%, Manganese: 8.312709%, Nickel: 15.224068%, Phosphorus: 10.58754%, Selenium: 3.07796%, Sulphur: 19.666416%, Tungsten: 1.105236%, Yttrium: 1.202229%"
GR124 (313),1041521133915,Col 173 Sector UU-O d6-30,3,d,4 f,1,γ,1196.6875,-225.84375,-161.5,-16.7117,105.5992,14,Inner Orion Spur,Star,F (White) Star,VI,F1,3.597839,574,7245,1,44,Col 173 Sector UU-O d6-30 4 f,864692169976269147,24,Planet,Rocky body,FALSE,925.894744,-17.39451047,0.02362975787,173.622261,2.842487,0.001128,0.685661,17.39441245,34.78892292,504404199786629467,Planet,Class III gas giant,1136.965375,0.004275,279.124268,0.1344165392,0,9.0106,90.9894,,No atmosphere,0,Not terraformable,"Antimony: 1.199621%, Cadmium: 1.517501%, Carbon: 16.165442%, Chromium: 8.788546%, Iron: 19.541687%, Mercury: 0.853353%, Nickel: 14.780513%, Phosphorus: 10.349392%, Sulphur: 19.224058%, Zinc: 5.310699%, Zirconium: 2.269193%"
GR125,13880663221681,Col 173 Sector OZ-U b33-6,1,b,A 1,1,α,1160.90625,-20.03125,21.21875,34.7368,17.8196,21,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M7,10.745941,2096,2442,2,21,Col 173 Sector OZ-U b33-6 A 1,108100271720113585,3,Planet,High metal content world,TRUE,30.536153,11.42340611,0.06120666285,67.774908,-0.099999,0.000284,-0.065659,11.42339422,1.19E-05,36042677682185649,Star,M (Red dwarf) Star,2043.387375,0.031113,284.827484,0.3028417457,0,33.124,66.876,No volcanism,No atmosphere,0,Not terraformable,"Arsenic: 2.234583%, Carbon: 14.118714%, Germanium: 4.99668%, Iron: 23.921875%, Molybdenum: 1.562085%, Nickel: 18.093504%, Phosphorus: 9.039043%, Sulphur: 16.790075%, Tungsten: 1.313551%, Yttrium: 1.428825%, Zinc: 6.50107%"
GR126,13880663221681,Col 173 Sector OZ-U b33-6,1,b,A 1,2,α,1160.90625,-20.03125,21.21875,25.6340,21.5742,21,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M7,10.745941,2096,2442,2,21,Col 173 Sector OZ-U b33-6 A 1,108100271720113585,3,Planet,High metal content world,TRUE,30.536153,11.42340611,0.06120666285,67.774908,-0.099999,0.000284,-0.065659,11.42339422,1.19E-05,36042677682185649,Star,M (Red dwarf) Star,2043.387375,0.031113,284.827484,0.3028417457,0,33.124,66.876,No volcanism,No atmosphere,0,Not terraformable,"Arsenic: 2.234583%, Carbon: 14.118714%, Germanium: 4.99668%, Iron: 23.921875%, Molybdenum: 1.562085%, Nickel: 18.093504%, Phosphorus: 9.039043%, Sulphur: 16.790075%, Tungsten: 1.313551%, Yttrium: 1.428825%, Zinc: 6.50107%"
GR127,13880663221681,Col 173 Sector OZ-U b33-6,1,b,A 1,3,γ,1160.90625,-20.03125,21.21875,16.9184,69.2309,14,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M7,10.745941,2096,2442,2,21,Col 173 Sector OZ-U b33-6 A 1,108100271720113585,3,Planet,High metal content world,TRUE,30.536153,11.42340611,0.06120666285,67.774908,-0.099999,0.000284,-0.065659,11.42339422,1.19E-05,36042677682185649,Star,M (Red dwarf) Star,2043.387375,0.031113,284.827484,0.3028417457,0,33.124,66.876,No volcanism,No atmosphere,0,Not terraformable,"Arsenic: 2.234583%, Carbon: 14.118714%, Germanium: 4.99668%, Iron: 23.921875%, Molybdenum: 1.562085%, Nickel: 18.093504%, Phosphorus: 9.039043%, Sulphur: 16.790075%, Tungsten: 1.313551%, Yttrium: 1.428825%, Zinc: 6.50107%"
GR128,2885277721977,Col 173 Sector JB-F b27-1,1,b,A 4,2,γ,1154.96875,-259.96875,-113.46875,30.2150,164.1156,15,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M1,8.230408,452,3461,3,21,Col 173 Sector JB-F b27-1 A 4,288233261429433721,8,Planet,High metal content world,TRUE,106.831315,55.38215729,0.2139308006,162.783588,0.416053,0.001719,0.263569,55.38197579,0.0001814960879,36031682296685945,Star,M (Red dwarf) Star,2601.30575,0.065798,283.966797,0.3951856837,0,33.2832,66.7168,No volcanism,No atmosphere,9.91E-05,Not terraformable,"Carbon: 13.305444%, Chromium: 10.173036%, Iron: 22.620155%, Molybdenum: 1.477083%, Nickel: 17.108938%, Niobium: 1.545967%, Phosphorus: 8.518373%, Ruthenium: 1.396939%, Selenium: 2.476422%, Sulphur: 15.822927%, Vanadium: 5.554723%"
GR129,2885277721977,Col 173 Sector JB-F b27-1,1,b,A 4,1,β,1154.96875,-259.96875,-113.46875,10.9412,-170.7953,9,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M1,8.230408,452,3461,3,21,Col 173 Sector JB-F b27-1 A 4,288233261429433721,8,Planet,High metal content world,TRUE,106.831315,55.38215729,0.2139308006,162.783588,0.416053,0.001719,0.263569,55.38197579,0.0001814960879,36031682296685945,Star,M (Red dwarf) Star,2601.30575,0.065798,283.966797,0.3951856837,0,33.2832,66.7168,No volcanism,No atmosphere,9.91E-05,Not terraformable,"Carbon: 13.305444%, Chromium: 10.173036%, Iron: 22.620155%, Molybdenum: 1.477083%, Nickel: 17.108938%, Niobium: 1.545967%, Phosphorus: 8.518373%, Ruthenium: 1.396939%, Selenium: 2.476422%, Sulphur: 15.822927%, Vanadium: 5.554723%"
GR130,2885277721977,Col 173 Sector JB-F b27-1,1,b,BC 3,1,β,1154.96875,-259.96875,-113.46875,7.5349,128.8326,9,Inner Orion Spur,Star,M (Red dwarf) Star,Va,M1,8.230408,452,3461,3,21,Col 173 Sector JB-F b27-1 BC 3,504406043543217529,14,Planet,High metal content world,TRUE,1309.099401,17.7535221,0.0872673427,290.611456,-0.114829,0.001341,0.011661,17.75350353,1.86E-05,72060479315649913,Null,,1626.199,0.015447,273.799835,0.2373903334,0,33.2824,66.7176,No volcanism,No atmosphere,0,Not terraformable,"Antimony: 0.993697%, Carbon: 13.247289%, Germanium: 4.698902%, Iron: 22.521111%, Manganese: 9.300988%, Mercury: 0.98346%, Nickel: 17.034023%, Phosphorus: 8.481141%, Sulphur: 15.75377%, Tin: 1.455219%, Vanadium: 5.530401%"
GR131,5583625130698,Col 173 Sector YG-A c15-20,2,c,A 1,2,γ,1315.1875,-180.9375,-63.8125,69.1791,-63.9932,22,Inner Orion Spur,Star,K (Yellow-Orange) Star,Va,K3,6.029037,11106,4608,3,15,Col 173 Sector YG-A c15-20 A 1,180149568719950538,5,Planet,High metal content world,FALSE,249.598888,1.036739798,0.4998538132,24.17888,-0.366123,0.000679,-0.001416,142.5041921,141.4674523,36034380644094666,Star,K (Yellow-Orange) Star,1573.615125,0.013908,277.076294,0.2282618538,0,32.7678,67.2322,No volcanism,No atmosphere,0,Not terraformable,"Arsenic: 2.041398%, Carbon: 13.077031%, Chromium: 9.823229%, Iron: 21.842348%, Manganese: 9.020667%, Mercury: 0.953819%, Nickel: 16.520638%, Niobium: 1.492808%, Phosphorus: 8.372141%, Sulphur: 15.5513%, Yttrium: 1.304617%"
GR132,5583625130698,Col 173 Sector YG-A c15-20,2,c,A 1,1,β,1315.1875,-180.9375,-63.8125,-71.0103,169.8481,10,Inner Orion Spur,Star,K (Yellow-Orange) Star,Va,K3,6.029037,11106,4608,3,15,Col 173 Sector YG-A c15-20 A 1,180149568719950538,5,Planet,High metal content world,FALSE,249.598888,1.036739798,0.4998538132,24.17888,-0.366123,0.000679,-0.001416,142.5041921,141.4674523,36034380644094666,Star,K (Yellow-Orange) Star,1573.615125,0.013908,277.076294,0.2282618538,0,32.7678,67.2322,No volcanism,No atmosphere,0,Not terraformable,"Arsenic: 2.041398%, Carbon: 13.077031%, Chromium: 9.823229%, Iron: 21.842348%, Manganese: 9.020667%, Mercury: 0.953819%, Nickel: 16.520638%, Niobium: 1.492808%, Phosphorus: 8.372141%, Sulphur: 15.5513%, Yttrium: 1.304617%"
GR133,75853954042552,Col 173 Sector WK-A a48-4,0,a,A 3,2,α,1098.15625,-39.96875,-188.75,21.0037,-173.5331,17,Inner Orion Spur,Star,L (Brown dwarf) Star,V,L1,12.116684,7602,1885,3,35,Col 173 Sector WK-A a48-4 A 3,396392621162646200,11,Planet,High metal content world,TRUE,24.173639,9.615218816,0.04844776638,67.493908,-0.265474,0.000105,-0.031417,9.615193708,2.51E-05,72133447991970488,Star,L (Brown dwarf) Star,1900.07525,0.024768,239.703903,0.2788177832,0,32.6316,67.3684,No volcanism,No atmosphere,0,Not terraformable,"Carbon: 12.597898%, Chromium: 9.45981%, Iron: 21.034271%, Manganese: 8.686939%, Mercury: 0.918532%, Molybdenum: 1.373526%, Nickel: 15.909441%, Phosphorus: 8.06539%, Sulphur: 14.981508%, Yttrium: 1.256352%, Zinc: 5.716328%"
